@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute class {'1','2','3','4','5','6','7','8','9','10'}
@data
-1.19324164695558,-1.9210949544167,1.83608068052843,-0.674820959247321,0.288799124358197,0.930060016789748,-0.282838168603402,-2.09605730630781,0.581501654734621,1.39454567381982,-0.138319622487898,-0.220020069313988,0.39815430491081,0.699309661507727,0.0725891731447425,0.301868249818587,-1.09129783936219,0.833005767625858,-0.608638877005001,0.196959803174792,-0.505912612975671,-0.592023303493729,0.489363322255603,-0.389696270156553,-0.549490698128409,0.0711349380273829,0.835082220789894,-0.53136346299757,0.760429862585747,-0.309291067392752,0.0512679091575529,-0.903830213896552,1.0776088462017,0.409742401736331,0.232881493115196,0.930133616518672,-0.899005384125796,-0.285611936477818,-0.614414258979042,-0.988179760644114,-1.663006409161,0.455147432071127,0.272977803464837,0.957930384968536,1.65534593707642,-0.835890495334244,0.181897923791958,0.093363608974802,-0.269414719100744,0.322669414455181,0.67862398420386,-0.858737074624142,-0.215855510400766,0.135003500109502,0.902489713838377,0.764090289165832,0.464196468022058,-0.492495929321529,0.463872797176684,0.467959561392811,0.402854795086373,2.07172400515856,-1.78313390368504,-0.2851024500069,'1'
-0.509222632109863,-2.13425883284001,-0.208928382635323,-0.189348985678757,0.0581769166670867,0.969106284790715,-1.23044448046238,-1.46426478849489,0.0113819151647263,0.82941949398287,-0.666849307464653,-0.961968212058248,0.957057175648306,-0.836205850131468,0.288424077638717,-0.2155132196541,0.407292206191901,0.367363867555258,1.68784873409435,0.594580251858374,0.167910063022181,-0.739062953369215,-0.384798984102172,0.0228909601468394,0.284988303399433,-0.0473505075857422,0.90690420308751,0.310213954968027,-0.683060748412685,-0.570028100028233,-0.0577638565628528,0.397687421228628,-0.625112885269041,-0.0599570171864814,-0.704800794392123,0.652543423602876,-0.933688612774478,-0.320337084575301,0.577141917683602,-0.169870312027477,-0.393971300703821,-0.191579311010906,1.94551958673969,0.361181395236215,-0.511258857899082,-0.410006477464698,-2.38256422203678,-1.06880427226028,-1.37086773753681,-0.00321606393340513,-0.473969681434686,-1.06008382828259,-1.80301915501025,-1.12408220597341,0.771613879909614,2.52829031516847,1.42433650086037,-2.16343675720838,1.56329592295768,0.10146544935371,0.660278784135165,0.595047757783779,0.451210425233381,0.776331870269953,'1'
-1.1077098700183,-1.04452343962818,-0.168110414241252,-0.608790876420717,-0.648667398512717,0.729635517882187,-1.43429509230815,-0.0848272141550026,-0.13920988754521,1.56492670718489,-1.49120772643716,0.207679602648047,-0.61241383279408,1.11206720785597,-0.635982050359433,-1.83262216511811,-0.335419302157672,-0.538187828347576,0.758052466130511,0.815939532567864,-1.26530326134796,1.55633277543925,-0.364960861236303,-0.611797217496137,0.739478205867836,-0.0603167195362556,0.905570814277557,-1.57952260060204,-1.2694225550191,-0.258229115180318,-1.14103836263549,0.222806910779444,0.60227319154626,0.944999684754901,-1.85139659344091,0.288969589552699,1.47267224489796,-0.232769513885842,-0.112418177120708,-0.327149895029576,-1.51845439649024,0.311175809891952,0.176099108437368,0.525107524735377,-0.306240643237734,1.10692235201896,-1.05047546855556,-0.556130442069515,-1.40451805091819,1.36507899640312,0.814329204894142,-1.28077235495747,0.230864230920844,0.311600331753348,-0.535434867883467,-0.0624848470710797,-0.072344629540405,1.38656559309932,-0.335698840720333,-0.719148801507015,2.21704124962821,1.27505495896196,0.658228097093518,-1.54858012334212,'1'
-0.719117566687959,-1.11238932393433,0.498458749203983,-0.722294436493407,0.151095592159753,0.882734668560136,-2.08198984241888,-1.52953485484277,-0.256514834713761,0.778915973572769,-0.272113686275625,-0.120454459084674,0.936564531086509,1.61510646749419,-0.302513833805571,-0.569249909681851,0.451762227518166,-2.2926470958472,-0.400088465402235,0.859144563008861,-0.422184545076823,0.472239876272883,0.827000762808676,-0.701637846348341,-0.292641538542308,0.484065708044269,-0.591687041553714,-1.07895263081957,-0.809950636352029,-0.987065382906314,-0.634991157111465,0.184605535316809,-0.167177944338326,0.342527017428494,-0.0233582469669676,-1.22920665395295,0.223614643754132,-1.09646439105946,0.406062232576322,-0.670544580169568,0.471908371776128,-0.497071997653576,0.511278380230326,0.0141372433414169,0.107965583828494,0.507642786314595,0.601283199965455,-0.275798252545812,0.833516470665138,-0.205756272317401,-0.833736400731072,-1.22355429130838,-0.0364448488466901,-0.571095772956205,-1.0638963082037,-0.955392079260832,-0.256703619730012,-1.81280390970089,1.23354304984143,0.0577462315486523,-1.57734574819501,-0.959907168592424,-1.13358851645588,0.475468281575293,'1'
-1.24102495431984,-1.79992637997607,-0.202966030097898,-0.214509761576687,-0.174779749938817,-1.22931890872875,-1.71358464820071,-0.846463054311875,0.779301219132863,0.227958236556129,-0.552443512291487,-0.931130132149358,0.299796485312322,-0.0733267416483868,-0.471231441059896,0.180533160521535,0.250425966402309,0.992318569732687,0.629705413235848,0.40415159978907,0.854990056767062,-1.0635820808236,-0.307960615453519,-0.260601647493289,0.390444153644589,-0.241074073398659,0.551039274570127,0.532205988928226,0.019429590018095,-0.0698435593459358,0.757821270278912,0.229889927341019,-2.42762649019932,-0.529086310919901,-0.878036821636024,-0.510456021438855,-1.00349091727891,-0.0152302191135102,0.264845298186052,-0.886122397971728,-1.07599800852528,-0.51713158244142,0.54466653961401,1.70768517607542,2.03378588194439,1.15980135461381,-1.96662562292649,0.642288589398287,-0.919282617721983,0.695106683905344,-0.460780710226491,-0.253220025763528,-0.622149833403566,-0.732796804399227,0.0104493635902292,1.22439910140277,-1.33708332178907,-3.29368509864025,-0.470744429777659,1.6513837098457,0.581026840011241,0.386726130030023,-1.32575429445326,1.3004398254035,'1'
0.592492459018286,-0.564962091286099,-0.439980845308229,0.436130200270611,-1.35317224735835,0.242506345034536,-1.82084243869984,-0.828933642328984,2.14248790671025,-0.252620756011656,1.24724670289875,1.33195722455877,2.66565167707745,0.721022023897313,0.364770001780986,1.23474298671475,-0.66897120294731,0.640776056537167,1.10025127672314,0.0983595264566501,0.226086249067974,-0.155849422201657,-1.89545704264663,1.91575977823487,-0.725767229641542,2.11013703027894,-0.581162897103002,0.725889866792124,0.455587208769277,-1.60037116316879,-0.526783006622112,1.04875031081813,1.56605958269765,1.77759031941095,0.727995413497944,-1.90511181582425,1.14901642813816,-0.738696205605266,1.64700729200473,-2.21585805521855,1.19915172590085,-0.177002405901808,-0.925571940704545,2.30392536767665,0.449977449053294,-0.608480453864804,0.758795207117232,1.01129986677933,-0.652041937241635,0.699931626097376,0.732959686184071,2.17707006178174,-0.0233755024750802,-0.353031635573048,-0.678073424114573,0.741389443161926,0.489419408479536,-1.88365919975518,-0.480647265985251,0.366396557963773,-1.19846224595893,-0.787908536923537,1.32328431681,1.78861190662262,'1'
-1.6729863597327,-1.56145105781595,1.5555541104966,-0.900910435074548,0.177480185613068,-0.590521508487667,-0.943951177076246,-0.557005615106068,0.643522795712762,0.00512731983578731,-0.129918464424986,-0.222970229916544,0.314624346401237,1.15669685686976,-0.0146973717578884,0.272287656002339,-0.843970570203301,0.310957181565549,-1.44973459322872,0.436119346622207,-0.0441147477753019,0.163189048263117,0.520008801195234,0.00360918691752016,0.386085196889524,-0.198783160809913,0.57400953419891,-0.716602923046673,0.691259198909608,1.03544944258112,-0.291622100276264,0.248370680470531,-1.16253034705194,-0.287657891265262,0.243016453374299,-0.673499853564393,0.119021784862343,0.79629499336443,-0.0193766833854548,-0.828938865663215,-1.63621169643504,0.799856054186417,0.353982301113943,0.170970329715564,0.62502919110511,0.204235410070863,0.174034891717405,1.33194193343228,-0.150471803997407,0.230603681251615,0.240639338436651,-0.0779634679635195,0.812487978036209,0.781879162349227,-1.20582036511306,-1.44312175002623,-1.0903998167758,-1.09849883540943,-0.168761379820727,0.105071580165431,1.20427215534194,-0.387197706705576,1.43746784639356,1.0770646126219,'1'
-1.27833526679,-1.86175811629715,0.561097715178833,-0.7859920976914,-0.438077622420866,-0.283212474112632,-1.95902401691031,-1.63854112859743,0.0975323715773264,0.945373103609004,-0.302736243553992,-1.25336880090516,0.221765965315095,0.138362860108476,-0.301089601672641,-0.0633183776355909,-0.281355395784444,-0.306839826689032,-0.0744392621760587,-0.36282749624701,-0.571360961242783,-0.731272656950091,0.0899248062652411,-1.92908036277774,-0.436575675586735,-0.0597404434495662,1.0975626615849,0.18136393639168,-0.149301691331776,-0.268318575218611,-0.200747962564921,-0.565448933466571,-0.400774324313551,0.769571570098205,-0.223893666771051,0.104332744246959,-1.37165681202865,-0.27728886912003,-0.161909173872456,0.413394944643458,-0.480971621535728,0.00163977736064381,-0.324421220412928,0.618982491894655,0.228447467115096,1.38074535278334,-0.623397355806963,-0.427401256738928,-0.664766604343584,0.0121663069233898,-1.09769900505064,0.323153692734271,1.5074956082427,-0.120710757099942,-0.228890552937406,-0.611264153515827,-0.268644994713143,1.20104490985728,1.03798159794044,1.0780336690078,0.365888616863307,-0.0138635790862114,0.835051139191463,0.424784853078802,'1'
-1.56303128982734,-2.15472095158423,1.97489051205241,-0.841967311691191,-0.00173460287170779,-0.308038321166863,0.433157186199305,0.0785783534440447,0.930935277341604,0.62180002329791,-0.178567927163265,-0.613551411165124,0.544402827017543,-0.0379156208216214,0.0954370827181204,0.948066987864948,-1.98244817042391,0.558616277286654,-0.626656814046682,-1.08737113615781,0.338347474047687,-0.0476452641263092,0.468738261696449,0.252173934502225,-0.412722246937358,-0.247852088894778,1.11112022234256,0.439316910261817,0.337046671513008,0.210913735578691,-1.1602066075118,0.118030516412359,-0.44210029144121,-0.271646875529803,0.399267198291471,-0.630798506991637,0.403183693064846,1.5218066740091,-1.1188700207916,-0.794470571405573,-1.84276147568815,-0.411339853538121,-0.125568802739445,0.0128436771642443,-0.0668595044444601,0.153252999771984,0.632916870129745,-0.807882466388856,-0.296419307188465,0.943726099625376,0.101867413871943,0.483608355780871,-0.795678570731328,0.238324097225072,0.398750335745352,-0.125064375616525,0.682653689343513,0.0522843813127106,-0.154485204261802,-0.409453868411024,0.343483570873799,1.18901563982786,-0.903262571717784,0.645445492481722,'1'
-1.19816174816826,-0.788785003310239,1.22745770474458,-0.368171063860432,-0.0463159079797031,0.835312620533224,-0.677959882659645,0.116556582677122,0.200253637637596,0.725697658057284,-1.1297336438482,0.487229650774271,0.315298389424165,1.18191886679521,-0.615387338969836,-1.10936354755418,0.377291411724759,-0.498341918333187,0.614695732115548,1.37356356123276,-0.982619818914439,1.61604189929846,-0.296569035581554,1.48699408707483,1.22397438840439,0.592259908825647,1.30614202710131,-1.50369709628986,-1.19460766718787,-1.05202458205559,-0.306795205258154,1.17555951603318,-0.968633814179446,1.37486754487292,0.641642461919831,0.379790012218942,0.774041893234809,-0.325796307656057,0.34587386409637,-1.65019169326386,-1.17812953908694,-0.0497646035258937,0.855737769223675,0.379575509098063,0.328585791713557,-0.661765124377034,0.144422620408113,-0.630634366799608,0.813406236893314,1.30600786598706,0.778672517421797,-0.983189640202584,-0.408104685605634,-0.992164190555919,0.13177346974401,-0.76848973009104,-1.23171328720494,1.74410164140024,0.574447304173111,-0.781818536683096,-0.336051352453646,0.657362897818146,0.642913377292074,0.221874398883652,'1'
